(1) Ceres,,9.075,0.04,3
(1833) Shmakova,,3.93,0.38,3
(1838) Ursa,,16.141,0.8,3
(184) Dejopeja,,6.455,0.25-0.3,3
(1845) Helewalda,,,,
(1847) Stobbe,,6.37,0.27,2
(1848) Delvaux,,3.637,0.61,3
(18487) 1996 AU3,,6.512,0.72,2
(185) Eunike,,10.83,>0.12,3
(1853) McElroy,,8.01,0.2,2
(1854) Skvortsov,*,78.5,0.56,2
(1858) Lobachevskij,,7,0.48,2
(18582) 1997 XK9,*,114,0.94,2
(186) Celuta,,19.6,0.4,2
(1860) Barbarossa,,3.255,0.28,3
(1862) Apollo,,3.065,0.15-0.60,4
(1863) Antinous,,7.4568,0.14-0.23,2
(1864) Daedalus,,8.572,0.88-1.04,3
(1865) Cerberus,,6.81,1.48-2.10,3
(1866) Sisyphus,,2.4,0.11,3
(1867) Deiphobus,*,>24.,>0.1,2
(187) Lamberta,,10.663,0.32,3
(1877) Marsden,,14.4,0.22,2
(188) Menippe,,11.974,>0.13,2
(1884) Skip,,3.079,0.2,3
(1889) Pakhmutova,*,17.49,0,4 3-
(189) Phthia,,>15.,>0.2,1
(1892) Lucienne,,9.31,0.42,2
(19) Fortuna,,7.4432,0.19-0.35,4
(190) Ismene,,6.52,0.12-0.15,3
(1900) Katyusha,,,,
(1902) Shaposhnikov,,21.2,0.42,3
(1906) Naef,*,11.009,0.92,3 N
(1907) Rudneva,,45,>0.1,2
(191) Kolga,,27.8,0.5,2
(1911) Schubart,,,0.02,
(1915) Quetzalcoatl,,4.9,0.26,2
(1916) Boreas,,3.49,0.25,2
(19164) 1991 AU1,*,32.492,0.25,2
(1917) Cuyo,,2.69,0.44,3
(1919) Clemence,*,68.5,0.6,2
(192) Nausikaa,,13.622,0.20-0.40,4
(1922) Zulu,,18.64,0.11,2
(1924) Horus,*,6.183,0.19,3
(19255) 1994 VK8,,9,0.42,2
(1926) Demiddelaer,*,,<0.1,1 N
(1927) Suvanto,*,8.164,0.63,3
(1928) Summa,,9.66,>0.14,1
(19288) 1996 FJ5,*,2.659,0.13,2  N
(193) Ambrosia,,6.581,0.53,3
(1930) Lucifer,,13.056,0.22-0.44,3
(19308) 1996 TO66,*,7.92,0.26,2
(19356) 1997 GH3,,6.714,0.74,3
(1936) Lugano,*,19.651,0.31,3
(194) Prokne,,15.67,0.27,2
(1941) Wild,,9.05,0.36,2
(1943) Anteros,,2.8695,0.08,2
(1946) Walraven,,10.223,0.6,2:00 PM
(195) Eurykleia,*,16.521,0.08-0.25,3
(1950) Wempe,*,16.787,0.93,3 N
(1951) Lick,,5.3016,0.17-0.27,3
(1952) Hesburgh,*,47.7,>0.18,2
(19521) Chaos,,,<0.10,
(1957) Angara,,3.67,0.52,3
(196) Philomela,,8.343,0.07-0.37,4
(1960) Guisan,,8.46,0.52,3
(1963) Bezovec,*,18.16,0.6,3
(1967) Menzel,*,2.835,0.27,3
(197) Arete,,6.54,0.1,3
(1972) Yi Xing,,14.183,0.18,2
(19764) 2000 NF5,,59.3,0.8,3 N
(198) Ampella,,10.383,0.22,3
(1980) Tezcatlipoca,,7.2523,0.72,3
(1981) Midas,,5.22,0.65-0.87,3
(1987) Kaplan,,9.49,0.46,3
(1989) Tatry,*,39.9,>0.22,2
(199) Byblis,*,5.22,0.15,3
(1991) Darwin,,4.7,0.08,2
(1992) Galvarino,,7.004,0.6,3
(1994) Shane,,25.?,>0.1,1
(1996) Adams,,3.56,0.34,1
(1998) Titius,,6.13,0.2,3
(2) Pallas,,7.8132,0.03-0.16,4
(20) Massalia,,8.098,0.17-0.27,4
(200) Dynamene,,19,0.1,2
(2000) Herschel,*,32,0.17,2
(20000) Varuna,,6.3436,0.41,3
(2001) Einstein,,5.47,0.68,3
(2003) Harding,,2.96,0.18,1
(2006) Polonskaya,*,3.1183,0.08,3 B
(201) Penelope,,3.7474,0.15-0.73,4
(2014) Vasilevskis,,36.25,0.3,1
(2017) Wesson,,2.988,0.48,3
(202) Chryseis,,15.74,0.08,2
(2023) Asaph,,4.74,0.06,2
(20231) 1997 YK,*,48.2,>0.22,2
(20236) 1998 BZ7,,10.182,0.17,2 N
(20255) 1998 FX2,,6.826,0.15-0.22,2
(203) Pompeja,,46.6,>0.10,2
(2035) Stearns,*,85,0.7,2
(2036) Sheragul,,5.41,0.6,3
(2038) Bistro,,7.88,0.1,1
(204) Kallisto,,14.1,0.25,2
(20429) 1998 YN1,,2.718,0.16,2 N
(2044) Wirt,*,3.6898,0.26,3 B
(2048) Dwornik,,3.664,0.22,2
(2049) Grietje,,12,0.25,1
(205) Martha,,9.637,0.25,1
(2052) Tamriko,,7.462,0.11,2 3
(2054) Gawain,,11.11,0.69,2
(2056) Nancy,*,>15.0,0.08,1
(2058) Roka,*,10.044,0.34,2
(206) Hersilia,,11.11,0.13,3
(2060) Chiron,,5.918,0.04-0.09,3
(2061) Anza,,11.5,0.3,2
(2062) Aten,,40.77,0.26,2
(2063) Bacchus,,14.9,0.22-0.44,3
(2064) Thomsen,,4.233,0.62,3
(2065) Spicer,*,18.165,1,3
(2067) Aksnes,,17.75,0.24,2:00 AM
(2069) Hubble,*,32.52,0.1,2 3
(2072) Kosmodemyans,kaya,4.4,0.09,2
(2074) Shoemaker,,57.02,0.45,2
(20749) 2000 AD199,,>12.,>0.3,1:00 PM
(2078) Nanking,,6.47,0.8,3
(20790) 2000 SE45,,2.792,0.04,2 N
(208) Lacrimosa,,14.085,0.31-0.35,3
(20826) 2000 UV13,,12,0.1,1 N
(2088) Sahlia,,10.37,0.12,2
(20898) Fountainhill,s,12.84,0.2,3
(209) Dido,*,5.7366,0.17-0.25,3
(2091) Sampo,,71.3,0.38,2
(2093) Genichesk,,11.022,0.23,2
(2094) Magnitka,*,6.1124,0.86,3
(2097) Galle,,7.31,0.4,2
(2099) Opik,*,6.443,0.21,2
(21) Lutetia,,8.1655,0.08-0.25,4
(2100) Ra-Shalom,,19.7998,0.34-0.41,3
(2102) Tantalus,,2.391,0.08,2
(2103) Laverna,*,9.249,0.22,3
(2105) Gudy,*,15.8,0.28-0.55,2
(21056) 1991 CA1,*,5.584,0.1,2
(2108) Otto Schmidt,,15.242,0.09,1
(21088) 1992 BL2,,22.49,>0.13,3 N
(2109) Dhotel,,32,0.3,1
(211) Isolda,,18.365,0.09,3
(2111) Tselina,,6.564,0.17,3
(2112) Ulyanov,,3,0.33,2
(2113) Ehrdni,,13.2,0.22,1
(2114) Wallenquist,,5.486,0.22,2
(21181) 1994 EB2,*,33.8,0.35,2
(212) Medea,*,10.283,0.08,3
(2120) Tyumenia,,2.769,0.33,2
(213) Lilaea,,8.045,0.07,3
(2131) Mayall,*,2.572,0.08,3
(2134) Dennispalm,,4.114,0.24,3
(2139) Makharadze,*,11.9759,0.38,3
(214) Aschera,,6.835,0.22,3
(2140) Kemerovo,,5.308,0.2,2
(215) Oenone,,>20.,>0.1,2
(2151) Hadwiger,*,5.872,0.35,3
(2156) Kate,,5.62,0.6,3
(2159) Kukkamaki,,4.06,0.32,3
(216) Kleopatra,,5.385,0.13-1.18,4
(21652) 1999 OQ2,,16.29,0.75,3
(2167) Erin,,7,0.3,2:00 PM
(217) Eudora,,12.54,0.16,2
(218) Bianca,,6.337,0.11-0.24,4
(2183) Neufang,,,>0.1,
(219) Thusnelda,,29.842,0.2,3
(2199) Klet,*,4.0235,0.13,-2
(22) Kalliope,,4.148,0.04-0.30,4 B
(220) Stephania,*,18.198,0.21-0.45,3
(2201) Oljato,,26,0.1,2
(2204) Lyyli,,8,0.5,2
(2207) Antenor,,8.01,0.18-0.31,2 N
(2209) Tianjin,,9.47,0.42,3
(22099) 2000 EX106,,6.334,0.4,3 N
(221) Eos,,10.436,0.04-0.11,4
(2212) Hephaistos,,>20.,0.08-0.11,1
(2214) Carol,*,4.987,0.6,3
(222) Lucia,,7,0.33,2
(2223) Sarpedon,,,>0.21,N
(2228) Soyuz-Apollo,,6.12,0.4,2
(22338) Janemojo,*,3.107,0.1,2
(224) Oceana,*,9.385,0.1,2:00 AM
(2241) Alcathous,,9.41,0.21-0.28,1
(2246) Bowell,,4.992,0.46,3
(225) Henrietta,,7.356,0.16-0.29,4
(2251) Tikhov,*,5.67,0.39,3
(2253) Espinette,,7.3,0.48,2:00 AM
(2258) Viipuri,,3.81,0.25,3
(226) Weringia,,,>0.1,1 N
(2260) Neoptolemus,,>12.,>0.26,1
(2266) Tchaikovsky,*,4.883,0.04,2
(2270) Yazhi,,7.78,0.32,2
(2271) Kiso,,,,
(2274) Ehrsson,*,78,0.5,-3
(22753) 1998 WT,*,10.24,0.11,2 N
(2276) Warck,,4.054,0.2,3
(22771) 1999 CU3,,3.7817,0.81-1.25,3 N
(228) Agathe,,6.484,0.27,3
(2283) Bunke,,3.96,0.04,2
(2288) Karolinum,*,42.16,0.4,2
(22899) 1999 TO14,,,,B
(229) Adelinda,,6.6,0.04-0.30,3
(2292) Seili,*,5.121,0.35-0.44,3
(2293) Guernica,*,6.413,0.47,3
(23) Thalia,,12.3122,0.10-0.18,4
(230) Athamantis,,23.9845,0.1 -0.26,3
(231) Vindobona,,14.244,0.18,2
(2312) Duboshin,,long?,>0.1,1
(2313) Aruna,,8.9,0.79,3
(2317) Galya,,2.6,0.24,2
(23187) 2000 PN9,,2.5325,0.15,3 N
(23200) 2000 SH3,*,16.22,0.42,3
(2323) Zverev,*,3.921,0.39,3
(233) Asterope,,19.7,0.35,3
(2331) Parvulesco,,32.03,0.5,3
(2333) Porthan,,27.78,0.58,2
(2339) Anacreon,,>24.,>0.05,1
(234) Barbara,,26.5,>0.24,2
(23429) 1981 EO35,,6.15,0.12,1
(2346) Lilio,*,3.029,0.2,3 4
(23481) 1991 GT4,,,,
(235) Carolina,,17.56,>0.25,2
(2351) O'Higgins,*,4.7889,0.5,3
(2357) Phereclos,,,0.14,N
(236) Honoria,,12.333,0.18,3
(2363) Cebriones,,3.8,0.10-0.35,1
(2365) Interkosmos,*,5.78,0.23,2
(2368) Beltrovata,,5.9,0.84,2 N
(23712) Willpatrick,*,3.902,0.4,3
(2375) Radek,*,,<0.1,1 N
(238) Hypatia,,8.86,0.12-0.15,4
(2381) Landi,,3.91,0.75,2
(2382) Nonie,*,15.085,0.42,3
(2384) Schulhof,,3.294,0.43,3
(239) Adrastea,,18.347,0.51,2
(24) Themis,,8.374,0.09-0.14,3
(240) Vanadis,,10.64,0.3,3
(241) Germania,,15.51,0.17,3
(2415) Ganesa,,8,0.15,2
(2417) McVittie,,4.934,0.42,3
(2419) Moldavia,,2.412,0.14,2
(242) Kriemhild,,4.543,0.08,2
(2426) Simonov,*,5.811,0.4,3
(2429) Schurer,,7.07,0.28,2
(243) Ida,,4.634,0.45-0.86,4 B
(2433) Sootiyo,,7,0.57,1
(2443) Tomeileen,,3.974,0.1,2
(2444) Lederle,*,17.85,0.45,2
(2446) Lunacharsky,,3.613,0.41,3
(2448) Sholokhov,,10.065,0.63,2
(2449) Kenos,,4.188,0.16,2:00 AM
(245) Vera,,14.38,0.26,3
(2453) Wabash,*,6.878,0.67,3
(246) Asporina,*,16.222,0.22-0.40,3
(2460) Mitlincoln,,3.01,0.03-0.14,3
(2463) Sterpin,*,13.44,0.25,2
(24643) MacCready,*,4.507,0.11,2 N
(24654) Fossett,*,6.004,0.8,3 N
(247) Eukrate,,12.1,0.1,2
(2474) Ruby,,7.418,0.16,2
(248) Lameia,,12,0.1,2
(24814) 1994 VW1,*,6,0.06,2
(2483) Guinevere,,14.733,1.38,3
(24835) 1995 SM55,*,8.08,0.19,2
(24891) 1997 AT2,*,6.171,0.98,3 N
(249) Ilse,,85.24,0.33,1:00 AM
(2494) Inge,*,6.76,0.92,3
(25) Phocaea,,9.945,0.18,3
(250) Bettina,*,5.0544,0.11-0.60,4
(2501) Lohja,,,,N
(2511) Patterson,*,4.141,0.7,3 N
(25143) Itokawa,*,12.132,0.69-1.05,4
(2525) O'Steen,,3.55,0.19,2
(253) Mathilde,,417.7,0.45,3 T
(25330) 1999 KV4,,4.919,0.15,3 N
(254) Augusta,,6,0.56,2:00 PM
(2544) Gubarev,,,,
(255) Oppavia,,,,
(257) Silesia,*,15.7059,0.31,3
(2577) Litva,,2.82,0.3,3
(258) Tyche,,10.041,0.4,3
(259) Aletheia,,15,0.14-0.19,1:00 AM
(25934) 2001 DC74,*,19.1,0.9,2
(2595) Gudiachvili,,4.72,0.5,1
(26) Proserpina,,10.6,0.15,2:00 AM
(260) Huberta,,8.29,0.22-0.27,3
(2608) Seneca,,8,0.5,2
(261) Prymno,,8.002,0.17,3
(2612) Kathryn,,7.71,0.44,3
(26125) 1992 RG,,4.201,0.5,3
(26181) 1996 GQ21,,,<0.10,
(2624) Samitchell,,12.41,0.51,3
(263) Dresda,,16.809,0.37-0.40,3
(26375) 1999 DE9,*,>24.?,<0.10,1
(264) Libussa,*,9.238,0.03-0.22,2:00 AM
(2642) Vesale,,7.246,0.39,2
(2647) Sova,*,9.37,0.3,2
(26471) 2000 AS152,,2.7,0.24,2
(265) Anna,,11.681,0.48,3
(2653) Principia,,5.5228,0.5,3
(2659) Millis,,6.132,0.53,3
(266) Aline,,12.3,>0.05,2
(26663) 2000 XK47,,2.572,0.11,2 N
(267) Tirza,*,7.468,0.18-0.4,3
(2674) Pandarus,,8.48,0.58,3
(26760) 2001 KP41,,5.299,0.24,2
(268) Adorea,*,7.8,0.15-0.20,2 AD
(2687) Tortali,,21.75,0.19,2
(269) Justitia,,16.545,0.25,2
(27) Euterpe,,10.41,0.15-0.21,3
(270) Anahita,,15.06,0.32,3
(2703) Rodari,,5.5,0.2,1
(27136) 1998 XJ16,*,26,>0.10,2 N
(2714) Matti,,9,0.25,2
(2725) David Bender,*,9.956,0.37,-3
(273) Atropos,,20,0.65,2
(274) Philagoria,*,17.96,0.43,3
(2741) Valdivia,,4.096,0.36,3
(2744) Birgitta,,9.02,0.4,2:00 PM
(27496) 2000 GC125,,4.709,0.1,2
(275) Sapientia,,>20.,>0.05,1
(276) Adelheid,,6.32,0.07-0.18,3
(2760) Kacha,,13,0.06,3
(277) Elvira,,29.69,0.34-0.59,4
(2771) Polzunov,,11.66,0.15,2
(2778) Tangshan,,3.461,0.25,3
(278) Paulina,,6.497,0.41,3
(2784) Domeyko,,5.98,0.15,2
(279) Thule,,7.44,0.06,2
(2791) Paradise,,9.81,0.25,3
(2794) Kulik,,8,0.22,2
(2797) Teucer,,14.8,0.21,2
(27973) 1997 TR25,,6.497,0.3,3
(28) Bellona,,15.695,0.03-0.28,4
(280) Philia,,64,0.19,1
(28017) 1997 YV13,*,47,0.15,2 NT
(281) Lucretia,,4.348,0.38,4
(282) Clorinde,,6.42,0.09,3
(28271) 1999 CK16,*,5.64,0.06-0.17,2
(2829) Bobhope,,6,0.5,2
(283) Emma,,6.888,0.31,3
(2830) Greenwich,,80,0.5,2
(2839) Annette,*,10.457,0.92,3
(284) Amalia,,8.545,0.15,3
(2841) Puijo,*,3.545,0.03,1-Feb
(2856) Roser,*,13.73,0.49,2+
(286) Iclea,,15.365,0.13,2
(28610) 2000 EM158,*,3.288,0.24,3
(2867) Steins,*,6.049,0.3,3
(287) Nephthys,,7.603,0.2,2
(28753) 2000 HA,,4.993,1.1,3
(288) Glauke,*,1200,0.9,3
(2880) Nihondaira,,17.97,0.75,2
(2886) Tinkaping,,12,>0.13,1
(28887) 2000 KQ58,*,6.8444,0.51,3
(289) Nenetta,,6.902,0.18,3
(2890) Vilyujsk,,3.45,0.08,2
(28913) 2000 OT,,15.3,0.35,2
(2892) Filipenko,*,14,0.21,3
(2893) Peiroos,,8.96,0.3,3
(2895) Memnon,,7.5,0.24,2
(28978) Ixion,,,<0.15,
(29) Amphitrite,,5.39,0.01-0.15,4
(2903) Zhuhai,,6.152,0.53,2
(29075) 1950 DA,,2.1216,0.2,3
(291) Alice,,4.32,0.14-0.25,4
(29196) 1990 YY,,long,0.38,
(292) Ludovica,,8.93,0.45,3
(2921) Sophocles,,4.778,0.16,2
(2939) Coconino,*,4.681,0.46,3
(2945) Zanstra,,19.414,0.2,1
(295) Theresia,*,10.7,0.15,2
(2951) Perepadin,,4.781,0.56,3
(2952) Lilliputia,,3.26,0.12,2
(2953) Vysheslavia,*,6.2945,0.09-0.17,4
(2954) Delsemme,,4.69,0.21,2
(2957) Tatsuo,*,6.8191,0.53,3
(2959) Scholl,,>16.,>0.14,1
(2961) Katsurahama,,2.935,0.2,3
(2962) Otto,,2.68,0.15,2
(2964) Jaschek,*,12.53,0.46,3
(297) Caecilia,,4.163,0.2,3
(298) Baptistina,,7,0.12,1
(2988) Korhonen,,29.494,0.97,3
(29981) 1999 TD10,,15.382,0.5,3
(3) Juno,,7.21,0.14-0.22,4
(30) Urania,,13.686,0.11-0.45,3
(300) Geraldina,,6.818,0.32,2
(301) Bavaria,,12.24,0.24,3
(3017) Petrovic,,4.069,0.4,2
(302) Clarissa,,14.381,0.6,3
(3022) Dobermann,,10.32,0.85,3
(3028) Zhangguoxi,*,4.401,0.12,2 N
(303) Josephina,*,12.502,0.12,2 N
(30311) 2000 JS10,*,2.266,0.14,2
(3037) Alku,*,11.844,0.95,3
(304) Olga,,18.36,0.2,3
(3043) San Diego,*,30.72,0.37,2
(305) Gordonia,,16.2,0.16,2
(3052) Herzen,,11.605,0.89,3
(306) Unitas,,8.74,0.23-0.34,3
(3063) Makhaon,,17.3,0.14,2
(3066) McFadden,*,13.798,0.13,3
(307) Nike,,7.902,0.16,3
(30762) 1981 ES42,,16.4,0.24,2
(308) Polyxo,,12.032,0.2,3
(30825) 1990 TG1,*,2.6242,8     0.11,3
(3086) Kalbaugh,,5.18,0.58,3
(309) Fraternitas,,13.2,0.1,2
(3094) Chukokkala,*,8.3711,0.33,3
(31) Euphrosyne,,5.531,0.09-0.13,4
(3101) Goldberger,,5.2,0.97,3
(3102) Krok,*,151.8,1.3 -1.6,4
(3103) Eger,,5.7059,0.72-0.90,3
(3106) Morabito,,6.26,0.27,3 N
(311) Claudia,,7.532,0.16-0.89,4
(3115) Baily,,10,0.17,2
(3116) Goodricke,,10,0.09,2
(312) Pierretta,,10.282,0.32,3
(3122) Florence,,2.3581,0.15-0.22,3
(3125) Hay,,14.31,0.5,3
(3129) Bonestell,*,2.978,0.19,3
(313) Chaldaea,,8.392,0.12-0.22,2:00 AM
(3134) Kostinsky,,14.7,0.33-0.38,2
(31345) 1998 PG,,2.5162,0.11,2 B
(31368) 1998 WW23,,14.86,0.21,3
(3139) Shantou,,8.33,0.34,2
(314) Rosalia,,,,
(3144) Brosche,*,3.3,0.6,3
(3145) Walter Adams,,2.7,0.2,2
(3155) Lee,,8.312,0.22,2 4
(3156) Ellington,*,>15.,>0.15,1
(316) Goberta,*,8.605,0.2,-3
(3165) Mikawa,,5.08,0.08,2
(31669) 1999 JT6,,5.806,0.07-0.27,3 N
(3167) Babcock,,15.45,0.3,2
(3169) Ostro,,6.483,0.42-0.80,3
(317) Roxane,,8.169,0.61,3
(3178) Yoshitsune,,7.478,0.53,3
(31824) Elatus,,26.82,0.1,2
(3199) Nefertiti,,3.0202,0.11-0.30,3
(32) Pomona,,9.448,0.13-0.30,4
(3200) Phaethon,,3.604,0.11-0.34,3
(321) Florentina,,2.871,0.33-0.42,4
(322) Phaeo,,17.5845,0.15,2
(3220) Murayama,*,4.8595,0.13-0.16,3 B
(3223) Forsius,*,2.343,0.21,3
(3227) Hasegawa,,6.536,0.34,3
(323) Brucia,,9.46,0.23-0.36,3
(3237) Victorplatt,,,,
(324) Bamberga,,29.43,0.07,3
(3240) Laocoon,,,0.49,N
(3247) Di Martino,,5.445,0.51,3
(3249) Musashino,,4.5527,0.5,3
(325) Heidelberga,,6.737,0.2,3
(3253) Gradie,,6.3,0.54,2
(32532) Thereus,,8.335,0.18,3
(3254) Bus,,6.62,0.31,2
(3255) Tholen,,3,0.08,1
(3259) Brownlee,,9.24,0.16,2
(326) Tamara,,14.184,0.11,2
(3260) Vizbor,*,64.1,>0.3,2 N
(3267) Glo,*,6.8782,0.33,3
(3268) De Sanctis,,17,0.4,2
(327) Columbia,,6.55,0.2,2
(3270) Dudley,,4.047,0.25,3
(32755) 1981 EP15,,10.07,0.15,1
(328) Gudrun,,>12.,0.15,1 PN
(3284) Niebuhr,,4.307,0.5,3
(3285) Ruth Wolfe,*,3.94,0.2,2
(3287) Olmstead,,4.8,0.36,3
(3288) Seleucus,,75,1,3 T
(329) Svea,*,15.201,0.09-0.26,3
(3290) Azabu,,>12.,>0.08,1
(32929) 1995 QY9,,7,0.6,2
(33) Polyhymnia,,18.601,0.14,3
(3309) Brorfelde,*,2.5041,0.09,3 B
(331) Etheridgea,,6.82,0.05,2
(33107) 1997 YL16,*,5.173,0.28,3
(33128) 1998 BU48,,12.6,0.68,2:00 AM
(3317) Paris,,,0.09,
(332) Siri,*,6.003,0.1,2
(333) Badenia,,9.96,0.3,2
(3332) Raksha,,4.22,0.3,2
(33340) 1998 VG44,,,<0.10,
(33342) 1998 WT24,,3.697,0.25-0.56,3
(334) Chicago,,7.35,0.15-0.67,2
(335) Roberta,,12.035,0.05-0.09,2:00 AM
(3350) Scobee,,,>0.17,
(3352) McAuliffe,,6,0.2,1 N
(336) Lacadiera,*,13.7,0.27-0.34,3
(3361) Orpheus,,3.58,0.32,2
(3362) Khufu,,,>0.14,
(337) Devosa,,4.6537,0.08-0.75,4 3
(338) Budrosa,,4.6,0.06-0.47,4
(33896) 2000 KL40,*,23.8,0.26,2
(339) Dorothea,,5.5,0.1,2
(34) Circe,,12.15,0.24,3
(340) Eduarda,,7.7,0.17,2:00 PM
(341) California,,,,N
(3415) Danby,,2.851,0.09-0.14,3
(342) Endymion,,7.05,0.15,2
(3425) Hurukawa,*,24.84,0.47,2
(343) Ostara,,6.42,0.23,1
(3431) Nakano,,8.9,0.25,2
(344) Desiderata,,10.77,0.17,3
(3443) Leetsungdao,,3.44,0.23,3
(3445) Pinson,*,7.801,0.3,3
(3447) Burckhalter,*,60,0.3,2
(345) Tercidina,,12.371,0.15,3
(3451) Mentor,,,0.21,N
(3455) Kristensen,,8.111,0.38,3
(346) Hermentaria,,28.43,0.07-0.20,2
(347) Pariana,,4.0529,0.09-0.42,3
(34706) 2001 OP83,*,2.5946,0.13,3 B
(348) May,,7.385,0.14,2
(34817) 2001 SE116,,6.382,0.75,3
(3485) Barucci,,14.65,1.78,1
(349) Dembowska,,4.7012,0.08-0.47,4
(35) Leukothea,,32,0.43,2
(350) Ornamenta,,9.17,0.2,3
(3507) Vilas,,3.959,0.29,3
(351) Yrsa,,13.29,0.4,3
(35107) 1991 VH,*,2.6236,0.08,3 B
(3511) Tsvetaeva,*,6.2279,0.87,3
(3512) Eriepa,,6.7824,0.35,2
(3514) Hooke,,4.307,0.19,3
(352) Gisela,*,7.49,0.13-0.58,3
(353) Ruperto-Caro,la      *,2.7389,8     0.32,3
(3536) Schleicher,,5.79,0.94,3
(3537) Jurgen,,>14.,0.3,1
(35396) 1997 XF11,,3.2573,0.73-0.93,3
(354) Eleonora,,4.277,0.12-0.30,4
(3540) Protesilaos,,8.945,0.13,2
(3548) Eurybates,,,0.2,N
(355) Gabriella,*,4.83,0.35-0.41,3
(3551) Verenia,,4.93,0.11-0.15,2
(3552) Don Quixote,,7.7,>0.41,2:00 AM
(3553) Mera,*,3.1944,0.08,2 N
(3554) Amun,,2.53,0.19,2
(3557) Sokolsky,,6.725,0.19,3
(356) Liguria,,31.82,0.22,3
(3561) Devine,,,>0.04,
(35671) 1998 SN165,*,8.84,0.16,2:00 AM
(357) Ninina,*,34.97,0.12,2
(3577) Putilin,,29,0.27,2
(3578) Carestia,,7.08,0.25,1
(358) Apollonia,,long,>0.04,1 N
(3581) Alvarez,*,33.42,0.06,2
(359) Georgia,,5.533,0.22-0.54,2
(3596) Meriones,,12.96,0.15,2
(36) Atalante,,9.93,0.15-0.17,3
(360) Carlova,,6.188,0.30-0.49,4
(36017) 1999 ND43,,11.4,0.06,1
(361) Bononia,,13.83,0.25,3
(36183) 1999 TX16,,5.6121,1.3,3 N
(362) Havnia,,18,0.1,2
(3623) Chaplin,,8.361,0.97,3
(363) Padua,*,8.401,0.16,3
(3635) Kreutz,*,39,0.2,2
(36378) 2000 OL19,*,4.3437,1.1,2
(3638) Davis,,8.9,0.4,2
(364) Isara,,9.155,0.4,3
(365) Corduba,,6.354,0.2,3
(3651) Friedman,,2.81,0.12,2
